subject,dataset_mouse_id,lab,n_sessions_mouse,n_probes_mouse,n_good_units_mouse,date,session_number,eid,n_probes_session,n_good_units_session,probe_name,pid,n_good_units,probe_regions_with_good_units,probe_region_good_unit_counts,n_regions_probe,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available_session,raw_lfp_available_probe,raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
SWC_042,sub-SWC_042,hoferlab,2,3,234,2020-07-17,1,f9860a11-24d3-452e-ab95-39e199f20a93,2,164,probe01,df7d2ca7-068b-4df2-9782-8f6bb7d67f18,59,"TH, HPF, Isocortex",TH:31; HPF:19; Isocortex:6,3,"HPF, TH, Isocortex",HPF:84; TH:65; Isocortex:6,3,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,463,265,198,0.572354
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-15,1,f3ce3197-d534-4618-bf81-b687555d1883,1,93,probe01,2a7caaa4-1710-49a1-ade4-db0a986ae6f5,93,"CNU, Isocortex",CNU:59; Isocortex:26,2,"CNU, Isocortex",CNU:59; Isocortex:26,2,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,990,700,290,0.707071
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-16,2,6f09ba7e-e3ce-44b0-932b-c003fb44fb89,2,288,probe00,bef552f5-efd8-4e98-8467-d54ac7c4ef41,126,"CNU, OLF, Isocortex, CTXsp",CNU:67; OLF:49; Isocortex:4; CTXsp:1,4,"TH, CNU, OLF, HPF, Isocortex, CTXsp",TH:155; CNU:67; OLF:49; HPF:6; Isocortex:4; CTXsp:1,6,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,551,411,140,0.745917
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-16,2,6f09ba7e-e3ce-44b0-932b-c003fb44fb89,2,288,probe01,c17772a9-21b5-49df-ab31-3017addea12e,162,"TH, HPF",TH:155; HPF:6,2,"TH, CNU, OLF, HPF, Isocortex, CTXsp",TH:155; CNU:67; OLF:49; HPF:6; Isocortex:4; CTXsp:1,6,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,551,411,140,0.745917
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-17,1,695a6073-eae0-49e0-bb0f-e9e57a9275b9,2,98,probe00,3530526e-e690-4222-878f-0f9f401fa759,73,"HPF, CTXsp, OLF",HPF:63; CTXsp:9; OLF:1,3,"HPF, CTXsp, Isocortex, OLF",HPF:82; CTXsp:9; Isocortex:6; OLF:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,651,469,182,0.72043
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-17,1,695a6073-eae0-49e0-bb0f-e9e57a9275b9,2,98,probe01,b1455ca8-3999-4eb8-9e1e-5c8d0d2e5719,25,"HPF, Isocortex",HPF:19; Isocortex:6,2,"HPF, CTXsp, Isocortex, OLF",HPF:82; CTXsp:9; Isocortex:6; OLF:1,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,651,469,182,0.72043
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-18,1,6fb1e12c-883b-46d1-a745-473cde3232c8,1,158,probe00,55423355-281c-41f2-8ef7-5aa098ffbbed,158,"Isocortex, CTXsp",Isocortex:130; CTXsp:19,2,"Isocortex, CTXsp",Isocortex:130; CTXsp:19,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,508,319,189,0.627953
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-19,1,88d24c31-52e4-49cc-9f32-6adbeb9eba87,1,165,probe00,3fd2d2b3-9415-4b6e-b392-40427fb1c388,165,"CNU, Isocortex",CNU:142; Isocortex:18,2,"CNU, Isocortex",CNU:142; Isocortex:18,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,547,328,219,0.599634
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-20,1,c6db3304-c906-400c-aa0f-45dd3945b2ea,1,102,probe00,1e104bf4-7a24-4624-a5b2-c2c8289c0de7,102,"HPF, CTXsp, OLF",HPF:77; CTXsp:17; OLF:5,3,"HPF, CTXsp, OLF",HPF:77; CTXsp:17; OLF:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,742,533,209,0.718329
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-21,1,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,2,448,probe00,da8dfec1-d265-44e8-84ce-6ae9c109b8bd,298,"CNU, HY",CNU:231; HY:66,2,"CNU, OLF, HY, Isocortex",CNU:231; OLF:125; HY:66; Isocortex:25,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,529,341,188,0.644612
SWC_043,sub-SWC_043,hoferlab,7,10,1352,2020-09-21,1,4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a,2,448,probe01,6638cfb3-3831-4fc2-9327-194b76cf22e1,150,"OLF, Isocortex",OLF:125; Isocortex:25,2,"CNU, OLF, HY, Isocortex",CNU:231; OLF:125; HY:66; Isocortex:25,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,529,341,188,0.644612
SWC_060,sub-SWC_060,hoferlab,3,6,404,2020-11-24,1,dac3a4c1-b666-4de0-87e8-8c514483cacf,2,141,probe00,eb04cc7c-7c10-4e7f-8593-9c3b9b6986f5,79,"CNU, HY, TH",CNU:31; HY:15; TH:3,3,"TH, CNU, HY, HPF",TH:58; CNU:31; HY:15; HPF:5,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,501,391,110,0.780439
SWC_060,sub-SWC_060,hoferlab,3,6,404,2020-11-24,1,dac3a4c1-b666-4de0-87e8-8c514483cacf,2,141,probe01,6fc4d73c-2071-43ec-a756-c6c6d8322c8b,62,"TH, HPF",TH:55; HPF:5,2,"TH, CNU, HY, HPF",TH:58; CNU:31; HY:15; HPF:5,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,501,391,110,0.780439
SWC_060,sub-SWC_060,hoferlab,3,6,404,2020-11-25,1,875c1e5c-f7ec-45ac-ab82-ecfe7276a707,2,79,probe00,b33e4298-a735-4781-8dea-d7203b4137fb,47,"CNU, HY, TH",CNU:20; HY:11; TH:11,3,"TH, CNU, HY, HPF",TH:35; CNU:20; HY:11; HPF:6,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,787,609,178,0.773825
SWC_060,sub-SWC_060,hoferlab,3,6,404,2020-11-25,1,875c1e5c-f7ec-45ac-ab82-ecfe7276a707,2,79,probe01,d151b391-e6e4-4daf-bd9c-191f4ad837b4,32,"TH, HPF",TH:24; HPF:6,2,"TH, CNU, HY, HPF",TH:35; CNU:20; HY:11; HPF:6,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,787,609,178,0.773825
SWC_060,sub-SWC_060,hoferlab,3,6,404,2020-11-26,1,81a1dca0-cc90-47c5-afe3-c277319c47c8,2,184,probe00,8386f396-0a69-48b5-98d4-18801066ea76,163,"CNU, HY",CNU:157; HY:3,2,"CNU, MB, HY, TH, HPF",CNU:157; MB:16; HY:3; TH:3; HPF:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,444,301,143,0.677928
SWC_060,sub-SWC_060,hoferlab,3,6,404,2020-11-26,1,81a1dca0-cc90-47c5-afe3-c277319c47c8,2,184,probe01,0f306cdc-878a-4ea0-9e91-b97736731637,21,"MB, TH, HPF",MB:16; TH:3; HPF:1,3,"CNU, MB, HY, TH, HPF",CNU:157; MB:16; HY:3; TH:3; HPF:1,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,444,301,143,0.677928
SWC_061,sub-SWC_061,hoferlab,3,6,483,2020-11-23,1,493170a6-fd94-4ee4-884f-cc018c17eeb9,2,198,probe00,68f5f1e4-5e88-4aa5-8a1a-94b691adb11e,96,"CNU, OLF",CNU:84; OLF:10,2,"OLF, CNU, Isocortex",OLF:87; CNU:84; Isocortex:25,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,686,536,150,0.781341
SWC_061,sub-SWC_061,hoferlab,3,6,483,2020-11-23,1,493170a6-fd94-4ee4-884f-cc018c17eeb9,2,198,probe01,31d8dfb1-71fd-4c53-9229-7cd48bee07e4,102,"OLF, Isocortex",OLF:77; Isocortex:25,2,"OLF, CNU, Isocortex",OLF:87; CNU:84; Isocortex:25,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,686,536,150,0.781341
SWC_061,sub-SWC_061,hoferlab,3,6,483,2020-11-26,1,360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7,2,164,probe00,02328ef5-47d4-4690-b020-04b6315aa2d6,96,"CNU, OLF",CNU:79; OLF:16,2,"CNU, OLF, Isocortex",CNU:79; OLF:46; Isocortex:38,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,609,368,241,0.604269
SWC_061,sub-SWC_061,hoferlab,3,6,483,2020-11-26,1,360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7,2,164,probe01,06c6741e-9f2a-4114-8ca9-0dc5ccc951e6,68,"Isocortex, OLF",Isocortex:38; OLF:30,2,"CNU, OLF, Isocortex",CNU:79; OLF:46; Isocortex:38,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,609,368,241,0.604269
SWC_061,sub-SWC_061,hoferlab,3,6,483,2020-11-30,1,d7e60cc3-6020-429e-a654-636c6cc677ea,2,121,probe00,8ee585ba-d055-4bb5-bc5f-2266a3d62bf4,70,"TH, CTXsp, HY, MB, HPF",TH:46; CTXsp:10; HY:7; MB:4; HPF:1,5,"TH, CNU, Isocortex, CTXsp, HY, MB, HPF",TH:46; CNU:38; Isocortex:12; CTXsp:10; HY:7; MB:4; HPF:1,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,299,191,0.610204
SWC_061,sub-SWC_061,hoferlab,3,6,483,2020-11-30,1,d7e60cc3-6020-429e-a654-636c6cc677ea,2,121,probe01,6efc58a4-e1cd-4eca-9205-7e4898cc1f8b,51,"CNU, Isocortex",CNU:38; Isocortex:12,2,"TH, CNU, Isocortex, CTXsp, HY, MB, HPF",TH:46; CNU:38; Isocortex:12; CTXsp:10; HY:7; MB:4; HPF:1,7,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,490,299,191,0.610204
SWC_066,sub-SWC_066,hoferlab,2,2,22,2022-04-27,1,f4ffb731-8349-4fe4-806e-0232a84e52dd,1,13,probe01,367ea4c4-d1b7-47a6-9f18-5d0df9a3f4de,13,CB,CB:11,1,CB,CB:11,1,True,True,probe01,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,844,707,137,0.837678
SWC_066,sub-SWC_066,hoferlab,2,2,22,2022-04-28,1,a4747ac8-6a75-444f-b99b-696fff0243fd,1,9,probe00,9b3ad89a-177f-4242-9a96-2fd98721e47f,9,"HPF, CTXsp",HPF:8; CTXsp:1,2,"HPF, CTXsp",HPF:8; CTXsp:1,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,504,341,163,0.676587
ZFM-01576,sub-ZFM-01576,mainenlab,2,3,537,2020-12-01,1,c4432264-e1ae-446f-8a07-6280abade813,2,421,probe00,63a32e5c-f63a-450d-85cb-140947b67eaf,48,"MB, HPF, Isocortex",MB:25; HPF:15; Isocortex:8,3,"HB, CB, MB, HPF, Isocortex",HB:170; CB:167; MB:25; HPF:15; Isocortex:8,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,848,597,251,0.704009
ZFM-01576,sub-ZFM-01576,mainenlab,2,3,537,2020-12-01,1,c4432264-e1ae-446f-8a07-6280abade813,2,421,probe01,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,373,"HB, CB",HB:170; CB:167,2,"HB, CB, MB, HPF, Isocortex",HB:170; CB:167; MB:25; HPF:15; Isocortex:8,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,848,597,251,0.704009
ZFM-01576,sub-ZFM-01576,mainenlab,2,3,537,2020-12-03,1,9e9c6fc0-4769-4d83-9ea4-b59a1230510e,1,116,probe00,6eb8be8d-d089-43c6-b2e4-a6558ca16dcf,116,"Isocortex, TH",Isocortex:74; TH:24,2,"Isocortex, TH",Isocortex:74; TH:24,2,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,1007,609,398,0.604767
ZFM-01577,sub-ZFM-01577,mainenlab,3,5,641,2020-10-28,1,09b2c4d1-058d-4c84-9fd4-97530f85baf6,2,315,probe00,b78b3c42-eee5-47c6-9717-743b78c0b721,141,"HPF, Isocortex, TH",HPF:67; Isocortex:51; TH:10,3,"HB, HPF, Isocortex, TH, CB",HB:157; HPF:67; Isocortex:51; TH:10; CB:9,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,598,424,174,0.70903
ZFM-01577,sub-ZFM-01577,mainenlab,3,5,641,2020-10-28,1,09b2c4d1-058d-4c84-9fd4-97530f85baf6,2,315,probe01,784c5282-2749-48ca-b211-100d0b24e29b,174,"HB, CB",HB:157; CB:9,2,"HB, HPF, Isocortex, TH, CB",HB:157; HPF:67; Isocortex:51; TH:10; CB:9,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,598,424,174,0.70903
ZFM-01577,sub-ZFM-01577,mainenlab,3,5,641,2020-10-29,1,5d6aa933-4b00-4e99-ae2d-5003657592e9,2,236,probe00,6728ddac-63ba-4e63-9884-395c7c16c7a3,119,"CB, MB, HB",CB:55; MB:33; HB:30,3,"HPF, CB, Isocortex, MB, HB",HPF:80; CB:55; Isocortex:33; MB:33; HB:30,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,845,642,203,0.759763
ZFM-01577,sub-ZFM-01577,mainenlab,3,5,641,2020-10-29,1,5d6aa933-4b00-4e99-ae2d-5003657592e9,2,236,probe01,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,117,"HPF, Isocortex",HPF:80; Isocortex:33,2,"HPF, CB, Isocortex, MB, HB",HPF:80; CB:55; Isocortex:33; MB:33; HB:30,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,845,642,203,0.759763
ZFM-01577,sub-ZFM-01577,mainenlab,3,5,641,2020-10-30,1,63f3dbc1-1a5f-44e5-98dd-ce25cd2b7871,1,90,probe00,bbf6a51e-2999-4982-803f-8769db095dd2,90,"HB, CB, MB",HB:41; CB:29; MB:20,3,"HB, CB, MB",HB:41; CB:29; MB:20,3,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,456,322,134,0.70614
ZFM-01592,sub-ZFM-01592,mainenlab,3,5,935,2020-10-20,1,746d1902-fa59-4cab-b0aa-013be36060d5,2,456,probe00,e31b4e39-e350-47a9-aca4-72496d99ff2a,288,"TH, HY, HPF",TH:243; HY:21; HPF:17,3,"TH, HB, CB, HY, HPF",TH:243; HB:126; CB:28; HY:21; HPF:17,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,660,481,179,0.728788
ZFM-01592,sub-ZFM-01592,mainenlab,3,5,935,2020-10-20,1,746d1902-fa59-4cab-b0aa-013be36060d5,2,456,probe01,39883ded-f5a2-4f4f-a98e-fb138eb8433e,168,"HB, CB",HB:126; CB:28,2,"TH, HB, CB, HY, HPF",TH:243; HB:126; CB:28; HY:21; HPF:17,5,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,660,481,179,0.728788
ZFM-01592,sub-ZFM-01592,mainenlab,3,5,935,2020-10-21,1,5b609f9b-75cb-43d3-9c39-b5b4b7a0db67,2,181,probe00,2d544e7f-c8af-46b5-aaa0-caf0ad4d63a1,137,CB,CB:107,1,"CB, HPF, OLF, CTXsp",CB:107; HPF:26; OLF:9; CTXsp:8,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,1001,753,248,0.752248
ZFM-01592,sub-ZFM-01592,mainenlab,3,5,935,2020-10-21,1,5b609f9b-75cb-43d3-9c39-b5b4b7a0db67,2,181,probe01,64f4afa4-ec5f-4ad6-ab28-415a9a8098ed,44,"HPF, OLF, CTXsp",HPF:26; OLF:9; CTXsp:8,3,"CB, HPF, OLF, CTXsp",CB:107; HPF:26; OLF:9; CTXsp:8,4,True,True,"probe00, probe01",True,"left, right",True,"left, right",DLC + Lightning Pose,1001,753,248,0.752248
ZFM-01592,sub-ZFM-01592,mainenlab,3,5,935,2020-10-23,1,56bc129c-6265-407a-a208-cc16d20a6c01,1,298,probe00,64aadf54-d662-4934-8c08-cad14ee5b69f,298,"CB, HB",CB:160; HB:36,2,"CB, HB",CB:160; HB:36,2,True,True,probe00,True,"left, right",True,"left, right",DLC + Lightning Pose,1065,705,360,0.661972
ZFM-01935,sub-ZFM-01935,mainenlab,4,5,692,2021-02-03,1,1a507308-c63a-4e02-8f32-3239a07dc578,2,383,probe00,7be00744-2e27-4062-8f56-3969e24e9990,265,"TH, Isocortex, HPF",TH:146; Isocortex:92; HPF:22,3,"TH, Isocortex, HPF, HY, MB",TH:243; Isocortex:92; HPF:25; HY:13; MB:3,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,743,378,365,0.508748
ZFM-01935,sub-ZFM-01935,mainenlab,4,5,692,2021-02-03,1,1a507308-c63a-4e02-8f32-3239a07dc578,2,383,probe01,834fca72-0b69-44e4-b77e-95a61290b50d,118,"TH, HY, HPF, MB",TH:97; HY:13; HPF:3; MB:3,4,"TH, Isocortex, HPF, HY, MB",TH:243; Isocortex:92; HPF:25; HY:13; MB:3,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,743,378,365,0.508748
ZFM-01935,sub-ZFM-01935,mainenlab,4,5,692,2021-02-04,1,f5591ac5-311d-4fa8-9bad-029d7be9c491,1,33,probe00,05ccc92c-fcb0-4e92-84d3-de033890c7a8,33,"CTXsp, CNU, Isocortex",CTXsp:20; CNU:10; Isocortex:3,3,"CTXsp, CNU, Isocortex",CTXsp:20; CNU:10; Isocortex:3,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,785,533,252,0.678981
ZFM-01935,sub-ZFM-01935,mainenlab,4,5,692,2021-02-05,1,ab8a0899-a59f-42e4-8807-95b14056104b,1,141,probe00,8ac7e5d5-57a4-41c8-a35d-8195784bfe95,141,"TH, HY",TH:98; HY:35,2,"TH, HY",TH:98; HY:35,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,805,387,418,0.480745
ZFM-01935,sub-ZFM-01935,mainenlab,4,5,692,2021-02-06,1,71e03be6-b497-4991-a121-9416dcc1a6e7,1,135,probe00,be76cfe3-b2bb-4358-956b-0fad07215972,135,"TH, HY, Isocortex",TH:102; HY:29; Isocortex:3,3,"TH, HY, Isocortex",TH:102; HY:29; Isocortex:3,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,492,325,0.602203
ZFM-01936,sub-ZFM-01936,mainenlab,5,6,827,2021-01-19,1,d0ea3148-948d-4817-94f8-dcaf2342bbbe,1,152,probe00,36362f75-96d8-4ed4-a728-5e72284d0995,152,"TH, HPF, HY",TH:135; HPF:11; HY:5,3,"TH, HPF, HY",TH:135; HPF:11; HY:5,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,560,303,257,0.541071
ZFM-01936,sub-ZFM-01936,mainenlab,5,6,827,2021-01-20,1,4aa1d525-5c7d-4c50-a147-ec53a9014812,1,148,probe00,fddceb2e-82ba-493d-baba-c5d8af65981f,148,"Isocortex, CNU",Isocortex:86; CNU:55,2,"Isocortex, CNU",Isocortex:86; CNU:55,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,564,371,193,0.657801
ZFM-01936,sub-ZFM-01936,mainenlab,5,6,827,2021-01-22,2,9b5a1754-ac99-4d53-97d3-35c2f6638507,1,105,probe00,c2ebf259-9777-4a8f-b1de-5302776961d2,105,CNU,CNU:102,1,CNU,CNU:102,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,443,277,166,0.625282
ZFM-01936,sub-ZFM-01936,mainenlab,5,6,827,2021-01-23,1,2c44a360-5a56-4971-8009-f469fb59de98,2,286,probe00,eab03c6e-bf98-48d2-8a0c-1887f34dd554,117,"TH, Isocortex, HPF",TH:56; Isocortex:49; HPF:8,3,"CNU, Isocortex, TH, HPF, OLF",CNU:114; Isocortex:96; TH:56; HPF:8; OLF:6,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,602,333,269,0.553156
ZFM-01936,sub-ZFM-01936,mainenlab,5,6,827,2021-01-23,1,2c44a360-5a56-4971-8009-f469fb59de98,2,286,probe01,688606f8-9733-46f2-8331-b2dd84c5d385,169,"CNU, Isocortex, OLF",CNU:114; Isocortex:47; OLF:6,3,"CNU, Isocortex, TH, HPF, OLF",CNU:114; Isocortex:96; TH:56; HPF:8; OLF:6,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,602,333,269,0.553156
ZFM-01936,sub-ZFM-01936,mainenlab,5,6,827,2021-01-24,1,3f6e25ae-c007-4dc3-aa77-450fd5705046,1,136,probe00,be95fb3b-d607-409a-968e-98a3e9bcb577,136,"OLF, Isocortex, CNU",OLF:72; Isocortex:40; CNU:24,3,"OLF, Isocortex, CNU",OLF:72; Isocortex:40; CNU:24,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,217,184,0.541147
ZFM-01937,sub-ZFM-01937,mainenlab,2,2,217,2021-04-08,1,113c5b6c-940e-4b21-b462-789b4c2be0e5,1,130,probe00,af2a0072-e17e-4368-b80b-1359bf6d4647,130,"CNU, Isocortex",CNU:64; Isocortex:57,2,"CNU, Isocortex",CNU:64; Isocortex:57,2,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,436,304,132,0.697248
ZFM-01937,sub-ZFM-01937,mainenlab,2,2,217,2021-04-09,1,0b7ee1b6-42db-46cd-a465-08f531366187,1,87,probe00,b8dbd3af-a589-41e4-878c-3372eaa1a8f6,87,CNU,CNU:77,1,CNU,CNU:77,1,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,797,629,168,0.78921
ZFM-02368,sub-ZFM-02368,mainenlab,1,2,372,2021-06-01,1,a4a74102-2af5-45dc-9e41-ef7f5aed88be,2,372,probe00,0b8ea3ec-e75b-41a1-9442-64f5fbc11a5a,225,"TH, Isocortex, HY, HPF",TH:180; Isocortex:22; HY:13; HPF:7,4,"TH, CNU, Isocortex, HY, HPF",TH:180; CNU:146; Isocortex:22; HY:13; HPF:7,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,408,271,137,0.664216
ZFM-02368,sub-ZFM-02368,mainenlab,1,2,372,2021-06-01,1,a4a74102-2af5-45dc-9e41-ef7f5aed88be,2,372,probe01,a5f2ec22-0ff3-4249-bd2f-6247c3990e53,147,CNU,CNU:146,1,"TH, CNU, Isocortex, HY, HPF",TH:180; CNU:146; Isocortex:22; HY:13; HPF:7,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,408,271,137,0.664216
ZFM-02369,sub-ZFM-02369,mainenlab,1,2,474,2021-05-19,1,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,2,474,probe00,f4bd76a6-66c9-41f3-9311-6962315f8fc8,131,"TH, HPF, Isocortex",TH:124; HPF:4; Isocortex:2,3,"CB, TH, HB, HPF, Isocortex",CB:227; TH:124; HB:21; HPF:4; Isocortex:2,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,733,377,356,0.514325
ZFM-02369,sub-ZFM-02369,mainenlab,1,2,474,2021-05-19,1,72cb5550-43b4-4ef0-add5-e4adfdfb5e02,2,474,probe01,5a4740a3-8e93-495d-b6cf-83dccba01d7a,343,"CB, HB",CB:227; HB:21,2,"CB, TH, HB, HPF, Isocortex",CB:227; TH:124; HB:21; HPF:4; Isocortex:2,5,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,733,377,356,0.514325
ZFM-02370,sub-ZFM-02370,mainenlab,2,2,356,2021-04-27,1,d0c91c3c-8cbb-4929-8657-31f18bffc294,1,61,probe00,664de6d9-bba2-424b-b76c-bb61900c015f,61,"OLF, CNU, CTXsp",OLF:40; CNU:17; CTXsp:4,3,"OLF, CNU, CTXsp",OLF:40; CNU:17; CTXsp:4,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,815,617,198,0.757055
ZFM-02370,sub-ZFM-02370,mainenlab,2,2,356,2021-04-28,1,6f6d2c8e-28be-49f4-ae4d-06be2d3148c1,1,295,probe00,adcd791c-ead3-4572-a9cb-028bbee1d2e4,295,"CNU, OLF, Isocortex",CNU:94; OLF:92; Isocortex:66,3,"CNU, OLF, Isocortex",CNU:94; OLF:92; Isocortex:66,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,552,394,158,0.713768
ZFM-02372,sub-ZFM-02372,mainenlab,2,3,247,2021-06-01,2,88224abb-5746-431f-9c17-17d7ef806e6a,2,211,probe00,523f8301-4f56-4faf-ab33-a9ff11331118,136,"TH, HPF",TH:113; HPF:13,2,"TH, MB, HPF, HY",TH:113; MB:68; HPF:13; HY:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,452,355,97,0.785398
ZFM-02372,sub-ZFM-02372,mainenlab,2,3,247,2021-06-01,2,88224abb-5746-431f-9c17-17d7ef806e6a,2,211,probe01,ae03524f-e493-4077-99b1-588244de9a98,75,"MB, HY",MB:68; HY:7,2,"TH, MB, HPF, HY",TH:113; MB:68; HPF:13; HY:7,4,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,452,355,97,0.785398
ZFM-02372,sub-ZFM-02372,mainenlab,2,3,247,2021-06-02,2,7cec9792-b8f9-4878-be7e-f08103dc0323,1,36,probe00,e17db2b6-b778-4e2a-845c-c4d040b0c875,36,"HB, MB, CB",HB:19; MB:14; CB:3,3,"HB, MB, CB",HB:19; MB:14; CB:3,3,True,True,probe00,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,616,474,142,0.769481
ZFM-02373,sub-ZFM-02373,mainenlab,1,2,367,2021-06-23,1,0802ced5-33a3-405e-8336-b65ebc5cb07c,2,367,probe00,7d999a68-0215-4e45-8e6c-879c6ca2b771,101,"TH, HPF, Isocortex",TH:88; HPF:12; Isocortex:1,3,"TH, Isocortex, HPF",TH:280; Isocortex:58; HPF:25,3,True,True,"probe00, probe01",True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,424,277,147,0.653302
