subject,dataset_mouse_id,lab,date,session_number,eid,n_probes,n_good_units,probes,session_regions_with_good_units,session_region_good_unit_counts,n_regions_session,raw_lfp_available,raw_lfp_probes,n_raw_lfp_probes,dlc_available,dlc_views,lightning_pose_available,lightning_pose_views,pose_keypoints_available,n_trials_total,n_trials_bwm_include,n_trials_excluded_from_bwm,bwm_trial_inclusion_fraction
ZM_2241,sub-ZM_2241,mainenlab,2020-01-29,8,e49d8ee7-24b9-416a-9d04-9be33b655f40,1,59,probe00,"CNU, OLF, CTXsp",CNU:28; OLF:26; CTXsp:5,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,510,416,94,0.815686
ZM_2241,sub-ZM_2241,mainenlab,2020-01-30,1,ee40aece-cffd-4edb-a4b6-155f158c666a,2,466,"probe00, probe01","TH, Isocortex, HY, HPF",TH:337; Isocortex:44; HY:39; HPF:36,4,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,994,527,467,0.530181
ZM_2241,sub-ZM_2241,mainenlab,2020-01-31,1,f8d5c8b0-b931-4151-b86c-c471e2e80e5d,2,253,"probe00, probe01","MB, TH, HY, HPF",MB:100; TH:79; HY:49; HPF:10,4,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,787,521,266,0.662008
ZM_2245,sub-ZM_2245,mainenlab,2020-01-21,2,cb2ad999-a6cb-42ff-bf71-1774c57e5308,2,201,"probe00, probe01","TH, Isocortex, HY, CNU, HPF, MB",TH:112; Isocortex:36; HY:15; CNU:10; HPF:9; MB:7,6,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,872,680,192,0.779817
ZM_3003,sub-ZM_3003,mainenlab,2020-07-27,1,934dd7a4-fbdc-459c-8830-04fe9033bc28,2,128,"probe00, probe01","HY, Isocortex, CNU, HPF, TH, MB",HY:51; Isocortex:33; CNU:31; HPF:8; TH:4; MB:1,6,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,688,536,152,0.77907
ZM_3003,sub-ZM_3003,mainenlab,2020-07-28,1,fe1fd79f-b051-411f-a0a9-2530a02cc78d,2,143,"probe00, probe01","MB, CNU, HPF, Isocortex, HY",MB:37; CNU:30; HPF:25; Isocortex:18; HY:7,5,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,548,365,183,0.666058
SWC_038,sub-SWC_038,mrsicflogellab,2020-07-30,1,4d8c7767-981c-4347-8e5e-5d5fffe38534,2,389,"probe00, probe01","Isocortex, OLF",Isocortex:303; OLF:86,2,True,"probe00, probe01",2,False,,False,,Neither,767,562,205,0.732725
SWC_038,sub-SWC_038,mrsicflogellab,2020-07-31,1,1e45d992-c356-40e1-9be1-a506d944896f,2,184,"probe00, probe01","CNU, Isocortex, MB, HPF, TH",CNU:77; Isocortex:46; MB:23; HPF:21; TH:12,5,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,623,413,210,0.662921
SWC_038,sub-SWC_038,mrsicflogellab,2020-08-01,1,03063955-2523-47bd-ae57-f7489dd40f15,2,151,"probe00, probe01","CNU, Isocortex, CTXsp, OLF",CNU:87; Isocortex:38; CTXsp:10; OLF:10,4,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,867,578,289,0.666667
SWC_039,sub-SWC_039,mrsicflogellab,2020-09-10,1,768a371d-7e88-47f8-bf21-4a6a6570dd6e,2,207,"probe00, probe01","CB, CNU, HB, CTXsp, HPF",CB:105; CNU:31; HB:6; CTXsp:2; HPF:2,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,403,260,143,0.645161
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-17,1,45ef6691-7b80-4a43-bd1a-85fc00851ae8,2,164,"probe00, probe01","HB, MB, Isocortex, CB",HB:95; MB:39; Isocortex:12; CB:11,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,645,433,212,0.671318
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-18,1,fc14c0d6-51cf-48ba-b326-56ed5a9420c3,1,153,probe00,"HB, CB",HB:100; CB:49,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,519,372,147,0.716763
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-19,1,7416f387-b302-4ca3-8daf-03b585a1b7ec,2,37,"probe00, probe01","HB, CB",HB:33; CB:4,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,476,249,227,0.523109
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-20,1,1928bf72-2002-46a6-8930-728420402e01,2,160,"probe00, probe01","CB, HB, HPF",CB:68; HB:52; HPF:27,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,669,398,271,0.594918
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-21,2,22e04698-b974-4805-b241-3b547dbf37bf,2,150,"probe00, probe01","CB, MB",CB:115; MB:28,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,518,297,221,0.573359
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-22,1,7cb81727-2097-4b52-b480-c89867b5b34c,2,74,"probe00, probe01","TH, MB, HPF, Isocortex",TH:32; MB:29; HPF:5; Isocortex:5,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,658,319,339,0.484802
SWC_052,sub-SWC_052,mrsicflogellab,2020-10-23,1,f84045b0-ce09-4ace-9d11-5ea491620707,2,64,"probe00, probe01","CB, MB",CB:34; MB:30,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,583,361,222,0.619211
SWC_053,sub-SWC_053,mrsicflogellab,2020-11-10,1,239cdbb1-68e2-4eb0-91d8-ae5ae4001c7a,2,147,"probe00, probe01","HB, CB, MB",HB:124; CB:16; MB:3,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,636,334,302,0.525157
SWC_053,sub-SWC_053,mrsicflogellab,2020-11-11,1,75b6b132-d998-4fba-8482-961418ac957d,2,76,"probe00, probe01","HB, CB, MB",HB:65; CB:7; MB:3,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,471,220,251,0.467091
SWC_053,sub-SWC_053,mrsicflogellab,2020-11-12,1,032452e9-1886-449d-9c13-0f192572e19f,1,33,probe00,HPF,HPF:33,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,426,316,110,0.741784
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-05,1,56b57c38-2699-4091-90a8-aba35103155e,2,424,"probe00, probe01","TH, HB, CB, Isocortex, HPF, MB",TH:152; HB:133; CB:77; Isocortex:29; HPF:16; MB:2,6,True,"probe00, probe01",2,True,"body, left, right",True,"left, right",DLC + Lightning Pose,571,415,156,0.726795
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-06,1,91796ceb-e314-4859-9a1f-092f85cc846a,1,200,probe01,"CB, HB",CB:163; HB:28,2,True,probe01,1,True,"body, left, right",True,"left, right",DLC + Lightning Pose,626,433,193,0.691693
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-07,1,6c6983ef-7383-4989-9183-32b1a300d17a,2,92,"probe00, probe01","HB, CB, HPF, Isocortex",HB:30; CB:28; HPF:11; Isocortex:1,4,True,"probe00, probe01",2,True,"body, left, right",True,"left, right",DLC + Lightning Pose,635,463,172,0.729134
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-09,1,eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0,2,158,"probe00, probe01","HB, CB, TH, Isocortex, HPF, HY",HB:98; CB:31; TH:10; Isocortex:6; HPF:5; HY:3,6,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,630,475,155,0.753968
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-10,1,671c7ea7-6726-4fbe-adeb-f89c2c8e489b,2,136,"probe00, probe01","HB, TH, Isocortex, CB, HY",HB:94; TH:20; Isocortex:5; CB:3; HY:2,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,802,543,259,0.677057
SWC_054,sub-SWC_054,mrsicflogellab,2020-10-11,1,6bb5da8f-6858-4fdd-96d9-c34b3b841593,1,29,probe00,"CB, HB, MB",CB:3; HB:2; MB:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,651,450,201,0.691244
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-07,1,3638d102-e8b6-4230-8742-e548cd87a949,1,83,probe01,"TH, HPF, Isocortex",TH:74; HPF:7; Isocortex:2,3,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,695,398,297,0.572662
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-08,1,f1db6257-85ef-4385-b415-2d078ec75df2,2,386,"probe00, probe01","CB, HB",CB:200; HB:102,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,741,434,307,0.585695
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-09,1,d3a2b25e-46d3-4f0b-ade6-4e32255f4c35,2,161,"probe00, probe01","CB, HB",CB:131; HB:18,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,949,690,259,0.727081
SWC_058,sub-SWC_058,mrsicflogellab,2020-12-10,1,9545aa05-3945-4054-a5c3-a259f7209d61,2,148,"probe00, probe01","CB, HB",CB:130; HB:13,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,487,294,193,0.603696
SWC_065,sub-SWC_065,mrsicflogellab,2022-05-07,1,1425bd6f-c625-4f6a-b237-dc5bcfc42c87,1,59,probe01,"CB, HB",CB:38; HB:13,2,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,839,634,205,0.755662
NR_0017,sub-NR_0017,steinmetzlab,2022-03-22,1,e6043c7d-8f6e-4b66-8309-2ec0abac0f79,1,60,probe00,"TH, HPF, HY",TH:58; HPF:1; HY:1,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,911,678,233,0.744237
NR_0019,sub-NR_0019,steinmetzlab,2022-04-29,1,9b528ad0-4599-4a55-9148-96cc1d93fb24,1,79,probe00,"MB, HPF, Isocortex, TH",MB:46; HPF:26; Isocortex:2; TH:1,4,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,581,451,130,0.776248
NR_0019,sub-NR_0019,steinmetzlab,2022-05-01,1,b887df2c-bb9c-44c9-a9c0-538da87b2cab,2,138,"probe00, probe01","MB, HPF, Isocortex",MB:122; HPF:14; Isocortex:1,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,478,375,103,0.784519
NR_0019,sub-NR_0019,steinmetzlab,2022-05-03,1,63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9,2,242,"probe00, probe01","TH, Isocortex, HY",TH:176; Isocortex:41; HY:23,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,900,728,172,0.808889
NR_0020,sub-NR_0020,steinmetzlab,2022-05-08,1,3e6a97d3-3991-49e2-b346-6948cb4580fb,2,154,"probe00, probe01","MB, HPF, CTXsp, Isocortex, OLF",MB:49; HPF:39; CTXsp:25; Isocortex:24; OLF:10,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,525,422,103,0.80381
NR_0020,sub-NR_0020,steinmetzlab,2022-05-09,1,eacc49a9-f3a1-49f1-b87f-0972f90ee837,2,282,"probe00, probe01","MB, HPF, Isocortex, CTXsp, OLF",MB:165; HPF:43; Isocortex:41; CTXsp:26; OLF:1,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,817,658,159,0.805386
NR_0020,sub-NR_0020,steinmetzlab,2022-05-10,1,5b49aca6-a6f4-4075-931a-617ad64c219c,1,49,probe01,"OLF, HPF, CTXsp",OLF:20; HPF:18; CTXsp:6,3,True,probe01,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,773,588,185,0.760673
NR_0020,sub-NR_0020,steinmetzlab,2022-05-11,1,d901aff5-2250-467a-b4a1-0cb9729df9e2,2,215,"probe00, probe01","TH, HPF, MB, Isocortex",TH:133; HPF:39; MB:31; Isocortex:7,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,458,365,93,0.796943
NR_0021,sub-NR_0021,steinmetzlab,2022-06-28,1,27ef44c0-acb2-4220-b776-477d0d5abd35,2,187,"probe00, probe01","OLF, HPF, Isocortex, CNU, TH",OLF:92; HPF:26; Isocortex:24; CNU:21; TH:19,5,True,"probe00, probe01",2,True,"body, left, right",True,"left, right",DLC + Lightning Pose,593,466,127,0.785835
NR_0021,sub-NR_0021,steinmetzlab,2022-06-30,2,1ca83b26-30fc-4350-a616-c38b7d00d240,2,105,"probe00, probe01","MB, Isocortex",MB:98; Isocortex:7,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,586,434,152,0.740614
NR_0021,sub-NR_0021,steinmetzlab,2022-07-08,1,e0928e11-2b86-4387-a203-80c77fab5d52,2,92,"probe00, probe01","Isocortex, HPF, MB",Isocortex:40; HPF:34; MB:15,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,474,327,147,0.689873
NR_0024,sub-NR_0024,steinmetzlab,2023-01-19,1,3bcb81b4-d9ca-4fc9-a1cd-353a966239ca,2,129,"probe00, probe01","MB, Isocortex, HPF",MB:81; Isocortex:26; HPF:20,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,664,407,257,0.612952
NR_0024,sub-NR_0024,steinmetzlab,2023-02-01,1,7cc74598-9c1b-436b-84fa-0bf89f31adf6,2,177,"probe00, probe01","Isocortex, MB, HPF, HB",Isocortex:79; MB:68; HPF:17; HB:2,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,526,282,244,0.536122
NR_0024,sub-NR_0024,steinmetzlab,2023-02-03,1,2d9bfc10-59fb-424a-b699-7c42f86c7871,1,116,probe00,"HPF, Isocortex, OLF",HPF:44; Isocortex:43; OLF:5,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,678,467,211,0.688791
NR_0024,sub-NR_0024,steinmetzlab,2023-02-07,1,f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad,2,154,"probe00, probe01","TH, OLF, CTXsp, HY, CNU",TH:74; OLF:27; CTXsp:23; HY:13; CNU:9,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,558,306,252,0.548387
NR_0027,sub-NR_0027,steinmetzlab,2022-08-19,1,6c6b0d06-6039-4525-a74b-58cfaa1d3a60,2,137,"probe00, probe01","MB, HPF, Isocortex, TH",MB:88; HPF:22; Isocortex:14; TH:1,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1006,667,339,0.663022
NR_0027,sub-NR_0027,steinmetzlab,2022-08-20,1,195443eb-08e9-4a18-a7e1-d105b2ce1429,1,10,probe00,"MB, HY",MB:9; HY:1,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1037,695,342,0.670203
NR_0027,sub-NR_0027,steinmetzlab,2022-08-22,1,0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde,2,282,"probe00, probe01","Isocortex, CNU, OLF",Isocortex:236; CNU:43; OLF:2,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1191,615,576,0.516373
NR_0027,sub-NR_0027,steinmetzlab,2022-08-23,1,ae8787b1-4229-4d56-b0c2-566b61a25b77,2,201,"probe00, probe01","CNU, Isocortex, HY, CTXsp",CNU:88; Isocortex:74; HY:21; CTXsp:5,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,885,551,334,0.622599
NR_0028,sub-NR_0028,steinmetzlab,2023-03-07,1,5c0c560e-9e1f-45e9-b66e-e4ee7855be84,2,277,"probe00, probe01","MB, Isocortex, HPF",MB:131; Isocortex:69; HPF:67,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1100,843,257,0.766364
NR_0028,sub-NR_0028,steinmetzlab,2023-03-10,1,28338153-4113-485b-835b-91cb96d984f2,1,112,probe00,"MB, Isocortex",MB:69; Isocortex:39,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,906,711,195,0.784768
NR_0028,sub-NR_0028,steinmetzlab,2023-03-14,1,29a6def1-fc5c-4eea-ac48-47e9b053dcb5,1,144,probe00,"MB, Isocortex, HPF",MB:102; Isocortex:20; HPF:5,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,834,636,198,0.76259
NR_0028,sub-NR_0028,steinmetzlab,2023-03-15,3,f56194bc-8215-4ae8-bc6a-89781ad8e050,2,266,"probe00, probe01","MB, Isocortex, HPF",MB:101; Isocortex:90; HPF:72,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,696,489,207,0.702586
NR_0028,sub-NR_0028,steinmetzlab,2023-03-20,1,c958919c-2e75-435d-845d-5b62190b520e,1,144,probe00,"HB, MB",HB:119; MB:12,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,788,561,227,0.711929
NR_0029,sub-NR_0029,steinmetzlab,2023-08-29,1,4e560423-5caf-4cda-8511-d1ab4cd2bf7d,1,7,probe00a,MB,MB:7,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,575,442,133,0.768696
NR_0029,sub-NR_0029,steinmetzlab,2023-08-30,1,e6594a5b-552c-421a-b376-1a1baa9dc4fd,1,70,probe00,"HPF, MB",HPF:41; MB:20,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,249,152,0.620948
NR_0029,sub-NR_0029,steinmetzlab,2023-08-31,1,de905562-31c6-4c31-9ece-3ee87b97eab4,1,19,probe00b,MB,MB:19,1,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,401,314,87,0.783042
NR_0029,sub-NR_0029,steinmetzlab,2023-09-05,1,d85c454e-8737-4cba-b6ad-b2339429d99b,1,17,probe00a,"TH, HY",TH:11; HY:6,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,413,326,87,0.789346
NR_0029,sub-NR_0029,steinmetzlab,2023-09-07,1,3a3ea015-b5f4-4e8b-b189-9364d1fc7435,1,2,probe00a,HY,HY:2,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,263,138,0.65586
NR_0031,sub-NR_0031,steinmetzlab,2023-07-12,1,642c97ea-fe89-4ec9-8629-5e492ea4019d,2,204,"probe00, probe01","HPF, Isocortex",HPF:166; Isocortex:20,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,489,336,153,0.687117
NR_0031,sub-NR_0031,steinmetzlab,2023-07-14,1,caa5dddc-9290-4e27-9f5e-575ba3598614,2,186,"probe00, probe01","MB, HPF, Isocortex, TH",MB:109; HPF:54; Isocortex:13; TH:7,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,404,283,121,0.700495
ibl_witten_13,sub-ibl_witten_13,wittenlab,2019-11-26,1,5139ce2c-7d52-44bf-8129-692d61dd6403,2,220,"probe00, probe01","CNU, MB, HY, Isocortex, HPF",CNU:122; MB:37; HY:17; Isocortex:9; HPF:3,5,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,1026,653,373,0.636452
ibl_witten_13,sub-ibl_witten_13,wittenlab,2019-11-27,1,49368f16-de69-4647-9a7a-761e94517821,1,108,probe00,"CNU, HY",CNU:102; HY:2,2,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,544,404,140,0.742647
ibl_witten_13,sub-ibl_witten_13,wittenlab,2019-12-03,1,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,1,239,probe01,"TH, Isocortex, HPF",TH:188; Isocortex:20; HPF:19,3,True,probe01,1,False,,False,,Neither,850,731,119,0.86
ibl_witten_17,sub-ibl_witten_17,wittenlab,2020-07-22,3,d832d9f7-c96a-4f63-8921-516ba4a7b61f,1,12,probe01,"TH, CNU",TH:10; CNU:2,2,True,probe01,1,False,,False,,Neither,660,443,217,0.671212
ibl_witten_17,sub-ibl_witten_17,wittenlab,2020-07-23,1,dcceebe5-4589-44df-a1c1-9fa33e779727,1,13,probe00,"TH, Isocortex",TH:10; Isocortex:2,2,True,probe00,1,True,right,True,right,DLC + Lightning Pose,681,512,169,0.751836
ibl_witten_17,sub-ibl_witten_17,wittenlab,2020-07-30,4,b10ed1ba-2099-42c4-bee3-d053eb594f09,1,128,probe00,"CB, HB",CB:91; HB:17,2,True,probe00,1,True,right,True,right,DLC + Lightning Pose,896,634,262,0.707589
ibl_witten_18,sub-ibl_witten_18,wittenlab,2020-09-01,4,cae5cd75-55e5-4277-8db3-cf4d6c5ff918,1,82,probe00,"CTXsp, CNU, Isocortex",CTXsp:40; CNU:24; Isocortex:15,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,498,259,239,0.52008
ibl_witten_18,sub-ibl_witten_18,wittenlab,2020-09-02,1,4ef13091-1bc8-4f32-9619-107bdf48540c,1,93,probe00,"TH, Isocortex, CNU",TH:32; Isocortex:24; CNU:10,3,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,861,627,234,0.728223
ibl_witten_18,sub-ibl_witten_18,wittenlab,2020-09-03,2,25f77e81-c1af-46ab-8686-73ac3d67c4a7,1,152,probe00,"CTXsp, Isocortex, CNU, OLF",CTXsp:46; Isocortex:38; CNU:23; OLF:16,4,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1014,506,508,0.499014
ibl_witten_19,sub-ibl_witten_19,wittenlab,2020-07-21,1,4ddb8a95-788b-48d0-8a0a-66c7c796da96,2,137,"probe00, probe01","MB, Isocortex, CNU, OLF",MB:67; Isocortex:39; CNU:19; OLF:9,4,True,"probe00, probe01",2,True,right,True,right,DLC + Lightning Pose,722,569,153,0.788089
ibl_witten_19,sub-ibl_witten_19,wittenlab,2020-07-22,1,f8041c1e-5ef4-4ae6-afec-ed82d7a74dc1,1,16,probe01,Isocortex,Isocortex:16,1,True,probe01,1,True,right,True,right,DLC + Lightning Pose,508,304,204,0.598425
ibl_witten_19,sub-ibl_witten_19,wittenlab,2020-07-23,1,65f5c9b4-4440-48b9-b914-c593a5184a18,1,142,probe00,"Isocortex, CNU, OLF",Isocortex:82; CNU:28; OLF:28,3,True,probe00,1,True,right,True,right,DLC + Lightning Pose,458,359,99,0.783843
ibl_witten_20,sub-ibl_witten_20,wittenlab,2020-09-01,1,037d75ca-c90a-43f2-aca6-e86611916779,1,134,probe00,"HB, CB",HB:114; CB:10,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,842,632,210,0.750594
ibl_witten_20,sub-ibl_witten_20,wittenlab,2020-09-02,1,e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1,1,228,probe00,"HB, CB",HB:175; CB:35,2,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1065,703,362,0.660094
ibl_witten_20,sub-ibl_witten_20,wittenlab,2020-09-03,1,a7763417-e0d6-4f2a-aa55-e382fd9b5fb8,2,273,"probe00, probe01","HB, CB, MB, Isocortex, HPF",HB:139; CB:60; MB:44; Isocortex:6; HPF:5,5,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,972,665,307,0.684156
ibl_witten_25,sub-ibl_witten_25,wittenlab,2020-12-08,1,5285c561-80da-4563-8694-739da92e5dd0,2,308,"probe00, probe01","HB, HPF, CB, Isocortex",HB:98; HPF:93; CB:49; Isocortex:18,4,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,563,353,210,0.626998
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-27,2,ff96bfe1-d925-4553-94b5-bf8297adf259,2,233,"probe00, probe01","TH, CB, HB, HPF, Isocortex",TH:96; CB:71; HB:53; HPF:7; Isocortex:1,5,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,426,267,159,0.626761
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-28,1,a9138924-4395-4981-83d1-530f6ff7c8fc,2,144,"probe00, probe01","TH, CB, CTXsp, HPF, CNU",TH:52; CB:50; CTXsp:16; HPF:3; CNU:1,5,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,884,374,510,0.423077
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-29,1,8c2f7f4d-7346-42a4-a715-4d37a5208535,1,121,probe01,"HB, CB",HB:86; CB:35,2,True,probe01,1,True,"left, right",True,"left, right",DLC + Lightning Pose,471,245,226,0.52017
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-30,1,09394481-8dd2-4d5c-9327-f2753ede92d7,2,367,"probe00, probe01","HB, CB",HB:271; CB:65,2,True,"probe00, probe01",2,True,"left, right",True,"left, right",DLC + Lightning Pose,912,435,477,0.476974
ibl_witten_26,sub-ibl_witten_26,wittenlab,2021-01-31,1,dc21e80d-97d7-44ca-a729-a8e3f9b14305,1,35,probe00,"HPF, CB, Isocortex",HPF:20; CB:7; Isocortex:2,3,True,probe00,1,True,"left, right",True,"left, right",DLC + Lightning Pose,1111,508,603,0.457246
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-13,2,25d1920e-a2af-4b6c-9f2e-fc6c65576544,2,298,"probe00, probe01","HB, CB",HB:164; CB:66,2,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,401,258,143,0.643392
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-15,1,91e04f86-89df-4dec-a8f8-fa915c9a5f1a,1,109,probe00,CB,CB:94,1,True,probe00,1,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,548,392,156,0.715328
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-16,3,c728f6fd-58e2-448d-aefb-a72c637b604c,2,183,"probe00, probe01","HB, CB",HB:125; CB:48,2,True,"probe00, probe01",2,False,,False,,Neither,622,417,205,0.670418
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-19,1,952870e5-f2a7-4518-9e6d-71585460f6fe,2,141,"probe00, probe01","MB, Isocortex, HPF",MB:73; Isocortex:31; HPF:25,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,906,713,193,0.786976
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-20,1,f304211a-81b1-446f-a435-25e589fe3a5a,2,69,"probe00, probe01","Isocortex, MB, HPF",Isocortex:31; MB:23; HPF:11,3,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,1016,591,425,0.581693
ibl_witten_27,sub-ibl_witten_27,wittenlab,2021-01-21,1,73918ae1-e4fd-4c18-b132-00cb555b1ad2,2,162,"probe00, probe01","TH, HPF, Isocortex, CTXsp, MB, HY, OLF",TH:90; HPF:46; Isocortex:9; CTXsp:8; MB:4; HY:2; OLF:2,7,True,"probe00, probe01",2,True,"body, left, right",True,"body, left, right",DLC + Lightning Pose,625,467,158,0.7472
